fighter,opponent_fighter,date,sig_str,sig_str_misses,sig_str_attempts,opponent_sig_str,opponent_sig_str_misses,opponent_sig_str_attempts,total_str,total_str_misses,total_str_attempts,opponent_total_str,opponent_total_str_misses,opponent_total_str_attempts,td,td_misses,td_attempts,opponent_td,opponent_td_misses,opponent_td_attempts,head,head_misses,head_attempts,opponent_head,opponent_head_misses,opponent_head_attempts,body,body_misses,body_attempts,opponent_body,opponent_body_misses,opponent_body_attempts,leg,leg_misses,leg_attempts,opponent_leg,opponent_leg_misses,opponent_leg_attempts,distance,distance_misses,distance_attempts,opponent_distance,opponent_distance_misses,opponent_distance_attempts,clinch,clinch_misses,clinch_attempts,opponent_clinch,opponent_clinch_misses,opponent_clinch_attempts,ground,ground_misses,ground_attempts,opponent_ground,opponent_ground_misses,opponent_ground_attempts
Sean Strickland,Santiago Ponzinibbio,2015-02-22,44,123,167,50,112,162,46,123,169,54,112,166,2,2,4,1,2,3,39,115,154,39,92,131,2,5,7,6,15,21,3,3,6,5,5,10,42,119,161,46,108,154,1,4,5,3,4,7,1,0,1,1,0,1
Sean Strickland,Igor Araujo,2015-07-15,71,98,169,39,43,82,87,101,188,48,44,92,3,0,3,0,3,3,61,95,156,11,26,37,6,2,8,14,13,27,4,1,5,14,4,18,32,68,100,34,36,70,17,13,30,5,7,12,22,17,39,0,0,0
Sean Strickland,Tom Breese,2016-06-04,73,134,207,62,91,153,77,134,211,62,91,153,0,2,2,0,3,3,51,130,181,33,76,109,13,3,16,24,13,37,9,1,10,5,2,7,65,130,195,62,91,153,4,2,6,0,0,0,4,2,6,0,0,0
Sean Strickland,Robert McDaniel,2014-03-15,20,15,35,4,6,10,24,15,39,4,6,10,1,1,2,1,0,1,17,12,29,1,4,5,2,3,5,2,2,4,1,0,1,1,0,1,7,9,16,4,6,10,2,0,2,0,0,0,11,6,17,0,0,0
Sean Strickland,Elizeu Zaleski dos Santos,2018-05-12,14,22,36,15,43,58,14,22,36,18,45,63,0,0,0,0,1,1,13,22,35,9,32,41,0,0,0,2,6,8,1,0,1,4,5,9,13,22,35,9,36,45,1,0,1,0,0,0,0,0,0,6,7,13
Sean Strickland,Luke Barnatt,2014-05-31,48,113,161,44,143,187,49,117,166,44,143,187,1,2,3,0,1,1,35,100,135,23,110,133,1,4,5,14,19,33,12,9,21,7,14,21,45,109,154,43,139,182,2,1,3,1,2,3,1,3,4,0,2,2
Sean Strickland,Court McGee,2017-11-11,78,176,254,62,198,260,109,179,288,104,205,309,3,0,3,0,11,11,77,170,247,19,161,180,1,6,7,15,27,42,0,0,0,28,10,38,65,169,234,59,196,255,1,2,3,3,1,4,12,5,17,0,1,1
Sean Strickland,Brendan Allen,2020-11-14,94,67,161,51,39,90,106,70,176,53,39,92,1,0,1,0,0,0,90,67,157,28,35,63,2,0,2,11,3,14,2,0,2,12,1,13,90,65,155,50,38,88,4,2,6,1,1,2,0,0,0,0,0,0
Sean Strickland,Nordine Taleb,2018-10-27,65,112,177,48,47,95,68,112,180,49,47,96,0,0,0,0,0,0,60,112,172,11,36,47,4,0,4,12,11,23,1,0,1,25,0,25,51,101,152,48,46,94,3,2,5,0,1,1,11,9,20,0,0,0
Sean Strickland,Jack Marshman,2020-10-31,106,121,227,48,204,252,106,121,227,48,204,252,0,0,0,0,0,0,88,115,203,19,157,176,15,6,21,18,41,59,3,0,3,11,6,17,106,121,227,48,204,252,0,0,0,0,0,0,0,0,0,0,0,0
Sean Woodson,Julian Erosa,2020-06-27,106,113,219,103,103,206,116,114,230,107,103,210,0,0,0,3,3,6,93,110,203,61,83,144,7,3,10,22,17,39,6,0,6,20,3,23,102,109,211,84,95,179,3,2,5,19,8,27,1,2,3,0,0,0
Sean Woodson,Kyle Bochniak,2019-10-18,111,140,251,42,109,151,150,140,290,52,109,161,0,0,0,1,14,15,93,138,231,17,96,113,8,2,10,15,11,26,10,0,10,10,2,12,104,139,243,32,105,137,7,1,8,10,4,14,0,0,0,0,0,0
Semmy Schilt,Josh Barnett,2001-06-29,1,0,1,10,7,17,4,2,6,21,7,28,0,0,0,1,0,1,0,0,0,10,7,17,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,10,6,16
Semmy Schilt,Pete Williams,2001-05-04,15,11,26,6,3,9,22,12,34,14,4,18,0,0,0,1,3,4,5,9,14,6,2,8,8,1,9,0,0,0,2,1,3,0,1,1,11,9,20,1,2,3,2,2,4,0,0,0,2,0,2,5,1,6
Seo Hee Ham,Joanne Calderwood,2014-12-12,58,53,111,109,114,223,63,53,116,147,124,271,0,3,3,2,2,4,22,38,60,41,78,119,17,5,22,27,14,41,19,10,29,41,22,63,50,47,97,70,94,164,8,6,14,30,14,44,0,0,0,9,6,15
Seo Hee Ham,Bec Rawlings,2016-03-19,92,155,247,77,106,183,119,157,276,90,109,199,0,2,2,1,2,3,61,141,202,61,95,156,27,11,38,16,11,27,4,3,7,0,0,0,81,150,231,63,101,164,7,4,11,6,5,11,4,1,5,8,0,8
Seo Hee Ham,Danielle Taylor,2016-11-26,31,72,103,45,117,162,32,72,104,45,117,162,0,1,1,0,2,2,24,69,93,37,113,150,6,3,9,5,3,8,1,0,1,3,1,4,31,72,103,45,117,162,0,0,0,0,0,0,0,0,0,0,0,0
Seo Hee Ham,Cortney Casey,2015-11-28,71,103,174,78,149,227,83,105,188,80,149,229,0,2,2,0,0,0,43,81,124,51,131,182,14,20,34,8,16,24,14,2,16,19,2,21,61,86,147,60,140,200,10,17,27,18,9,27,0,0,0,0,0,0
Sergei Pavlovich,Marcelo Golm,2019-04-20,17,9,26,5,10,15,17,9,26,5,10,15,0,0,0,0,0,0,17,9,26,4,9,13,0,0,0,0,1,1,0,0,0,1,0,1,14,8,22,4,10,14,3,1,4,1,0,1,0,0,0,0,0,0
Sergei Pavlovich,Alistair Overeem,2018-11-24,13,19,32,22,4,26,18,19,37,26,5,31,0,2,2,1,1,2,9,16,25,13,3,16,3,3,6,8,1,9,1,0,1,1,0,1,8,14,22,3,2,5,5,5,10,7,0,7,0,0,0,12,2,14
Sergei Pavlovich,Maurice Greene,2019-10-26,20,17,37,8,14,22,21,17,38,8,14,22,0,0,0,0,0,0,20,16,36,1,10,11,0,1,1,1,1,2,0,0,0,6,3,9,7,10,17,8,14,22,5,3,8,0,0,0,8,4,12,0,0,0
Sergey Khandozhko,Rostem Akman,2019-06-01,60,89,149,39,61,100,60,91,151,40,63,103,1,5,6,2,3,5,30,70,100,30,61,91,11,16,27,6,0,6,19,3,22,3,0,3,55,86,141,31,60,91,5,3,8,8,1,9,0,0,0,0,0,0
Sergey Khandozhko,Rustam Khabilov,2019-11-09,25,26,51,12,16,28,188,31,219,56,23,79,0,0,0,4,8,12,12,21,33,6,15,21,0,3,3,3,1,4,13,2,15,3,0,3,23,26,49,8,15,23,2,0,2,0,0,0,0,0,0,4,1,5
Sergey Morozov,Umar Nurmagomedov,2021-01-20,7,23,30,25,16,41,8,23,31,32,16,48,0,0,0,5,6,11,2,18,20,14,11,25,3,4,7,4,5,9,2,1,3,7,0,7,7,22,29,18,16,34,0,1,1,6,0,6,0,0,0,1,0,1
Serghei Spivac,Jared Vanderaa,2021-02-20,51,21,72,13,11,24,107,28,135,27,11,38,3,0,3,0,0,0,51,21,72,8,11,19,0,0,0,3,0,3,0,0,0,2,0,2,7,10,17,11,11,22,0,0,0,2,0,2,44,11,55,0,0,0
Serghei Spivac,Marcin Tybura,2020-02-29,26,57,83,43,63,106,40,61,101,116,83,199,0,1,1,2,6,8,23,57,80,36,54,90,3,0,3,7,9,16,0,0,0,0,0,0,20,54,74,15,48,63,6,3,9,5,3,8,0,0,0,23,12,35
Serghei Spivac,Carlos Felipe,2020-07-18,73,76,149,44,77,121,165,88,253,44,77,121,3,4,7,0,0,0,72,76,148,30,77,107,1,0,1,14,0,14,0,0,0,0,0,0,47,74,121,44,77,121,3,0,3,0,0,0,23,2,25,0,0,0
Serghei Spivac,Walt Harris,2019-05-04,1,2,3,17,11,28,1,2,3,17,11,28,0,0,0,0,0,0,0,2,2,17,10,27,0,0,0,0,1,1,1,0,1,0,0,0,1,2,3,9,9,18,0,0,0,3,1,4,0,0,0,5,1,6
Serghei Spivac,Tai Tuivasa,2019-10-05,23,19,42,21,29,50,40,20,60,22,29,51,6,2,8,0,0,0,22,19,41,8,24,32,1,0,1,4,4,8,0,0,0,9,1,10,8,19,27,17,22,39,1,0,1,4,5,9,14,0,14,0,2,2
Sergio Moraes,Mickael Lebout,2015-04-11,51,31,82,47,64,111,51,31,82,50,64,114,2,1,3,0,0,0,40,29,69,33,62,95,8,0,8,5,1,6,3,2,5,9,1,10,50,30,80,46,64,110,0,0,0,0,0,0,1,1,2,1,0,1
Sergio Moraes,Neil Magny,2013-08-03,13,7,20,7,22,29,13,7,20,9,22,31,1,0,1,0,0,0,12,7,19,6,21,27,0,0,0,0,1,1,1,0,1,1,0,1,4,5,9,7,22,29,0,0,0,0,0,0,9,2,11,0,0,0
Sergio Moraes,Omari Akhmedov,2015-12-10,21,48,69,35,82,117,22,48,70,38,82,120,0,2,2,1,0,1,17,40,57,17,70,87,2,7,9,10,5,15,2,1,3,8,7,15,19,47,66,29,79,108,1,1,2,2,1,3,1,0,1,4,2,6
Sergio Moraes,Tim Means,2018-02-03,87,105,192,129,145,274,89,106,195,136,146,282,0,1,1,0,0,0,70,98,168,91,138,229,15,7,22,22,6,28,2,0,2,16,1,17,87,105,192,124,144,268,0,0,0,1,0,1,0,0,0,4,1,5
Sergio Moraes,Cezar Ferreira,2012-06-23,38,35,73,42,69,111,39,35,74,46,78,124,0,2,2,0,0,0,25,35,60,27,53,80,6,0,6,14,16,30,7,0,7,1,0,1,32,29,61,35,64,99,6,6,12,3,0,3,0,0,0,4,5,9
Sergio Moraes,Anthony Rocco Martin,2019-03-09,19,64,83,50,102,152,24,64,88,70,102,172,3,0,3,0,0,0,13,62,75,29,94,123,5,2,7,4,1,5,1,0,1,17,7,24,19,63,82,48,102,150,0,0,0,2,0,2,0,1,1,0,0,0
Sergio Moraes,Davi Ramos,2017-03-11,39,54,93,35,87,122,39,54,93,35,87,122,0,0,0,0,1,1,24,47,71,21,76,97,13,7,20,7,10,17,2,0,2,7,1,8,39,54,93,35,87,122,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Moraes,Warlley Alves,2019-05-11,20,42,62,72,85,157,20,42,62,72,85,157,0,0,0,0,0,0,12,40,52,36,71,107,7,2,9,10,4,14,1,0,1,26,10,36,19,40,59,70,84,154,1,2,3,2,1,3,0,0,0,0,0,0
Sergio Moraes,Luan Chagas,2016-05-14,28,26,54,46,69,115,56,28,84,58,70,128,0,4,4,0,1,1,21,23,44,23,59,82,5,3,8,10,9,19,2,0,2,13,1,14,19,24,43,42,65,107,3,1,4,2,0,2,6,1,7,2,4,6
Sergio Moraes,James Krause,2019-11-16,41,58,99,102,72,174,42,58,100,125,75,200,1,3,4,0,0,0,36,55,91,79,69,148,3,3,6,7,3,10,2,0,2,16,0,16,41,58,99,97,69,166,0,0,0,0,0,0,0,0,0,5,3,8
Sergio Moraes,Zak Ottow,2016-11-19,35,56,91,44,97,141,53,56,109,50,97,147,1,2,3,0,1,1,29,51,80,31,90,121,3,5,8,7,7,14,3,0,3,6,0,6,29,51,80,44,97,141,0,0,0,0,0,0,6,5,11,0,0,0
Sergio Moraes,Renee Forte,2012-10-13,16,29,45,26,50,76,27,31,58,38,50,88,4,7,11,0,0,0,13,23,36,12,47,59,3,5,8,7,3,10,0,1,1,7,0,7,14,26,40,16,46,62,1,3,4,5,3,8,1,0,1,5,1,6
Sergio Moraes,Kamaru Usman,2017-09-16,13,14,27,16,32,48,13,14,27,16,32,48,0,0,0,0,0,0,10,13,23,8,27,35,3,0,3,4,2,6,0,1,1,4,3,7,13,14,27,15,31,46,0,0,0,0,0,0,0,0,0,1,1,2
Sergio Moraes,Ben Saunders,2018-09-22,2,1,3,1,1,2,17,3,20,55,1,56,2,0,2,0,0,0,2,1,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1
Sergio Pettis,Chris Kelades,2016-04-23,61,51,112,35,77,112,85,55,140,69,79,148,2,8,10,1,6,7,53,50,103,22,71,93,1,1,2,7,5,12,7,0,7,6,1,7,53,47,100,21,73,94,7,4,11,12,4,16,1,0,1,2,0,2
Sergio Pettis,Brandon Moreno,2017-08-05,76,159,235,45,116,161,84,160,244,70,123,193,0,1,1,4,4,8,55,148,203,26,104,130,11,6,17,12,7,19,10,5,15,7,5,12,72,158,230,38,109,147,2,0,2,1,3,4,2,1,3,6,4,10
Sergio Pettis,Henry Cejudo,2017-12-02,25,73,98,36,47,83,38,74,112,85,63,148,0,1,1,3,2,5,19,72,91,18,43,61,3,1,4,10,3,13,3,0,3,8,1,9,23,70,93,16,40,56,1,0,1,3,0,3,1,3,4,17,7,24
Sergio Pettis,Matt Hobar,2014-12-06,78,122,200,36,88,124,96,124,220,54,88,142,0,1,1,2,7,9,69,117,186,22,77,99,6,5,11,11,8,19,3,0,3,3,3,6,54,112,166,26,78,104,11,5,16,4,0,4,13,5,18,6,10,16
Sergio Pettis,Rob Font,2018-12-15,71,114,185,111,136,247,88,118,206,118,137,255,1,1,2,2,2,4,53,112,165,79,133,212,7,2,9,25,3,28,11,0,11,7,0,7,71,112,183,102,125,227,0,0,0,1,0,1,0,2,2,8,11,19
Sergio Pettis,John Moraga,2017-01-15,48,111,159,33,87,120,50,111,161,42,89,131,2,0,2,1,4,5,45,107,152,26,81,107,2,4,6,3,5,8,1,0,1,4,1,5,47,108,155,30,86,116,1,3,4,1,1,2,0,0,0,2,0,2
Sergio Pettis,Alex Caceres,2014-01-25,49,128,177,53,111,164,49,128,177,56,112,168,1,1,2,1,0,1,36,116,152,31,90,121,8,11,19,16,16,32,5,1,6,6,5,11,47,127,174,49,108,157,2,0,2,2,1,3,0,1,1,2,2,4
Sergio Pettis,Yaotzin Meza,2014-06-07,54,107,161,43,71,114,60,108,168,46,75,121,0,0,0,1,5,6,28,92,120,27,64,91,10,12,22,6,6,12,16,3,19,10,1,11,53,106,159,41,69,110,1,1,2,0,1,1,0,0,0,2,1,3
Sergio Pettis,Joseph Benavidez,2018-06-09,74,94,168,59,127,186,87,96,183,86,130,216,0,0,0,2,12,14,69,86,155,28,100,128,5,8,13,14,19,33,0,0,0,17,8,25,64,94,158,57,123,180,9,0,9,2,4,6,1,0,1,0,0,0
Sergio Pettis,Ryan Benoit,2015-03-14,39,61,100,28,62,90,51,62,113,29,62,91,1,2,3,1,0,1,33,58,91,25,61,86,5,1,6,3,1,4,1,2,3,0,0,0,35,58,93,18,54,72,0,0,0,1,1,2,4,3,7,9,7,16
Sergio Pettis,Will Campuzano,2013-11-16,81,40,121,41,51,92,93,42,135,75,56,131,2,2,4,4,4,8,54,38,92,23,49,72,13,2,15,15,2,17,14,0,14,3,0,3,76,39,115,35,47,82,3,1,4,2,0,2,2,0,2,4,4,8
Sergio Pettis,Chris Cariaso,2015-10-03,37,85,122,37,42,79,80,89,169,54,50,104,3,1,4,0,1,1,32,83,115,11,37,48,3,2,5,15,4,19,2,0,2,11,1,12,15,60,75,30,37,67,0,1,1,4,1,5,22,24,46,3,4,7
Sergio Pettis,Jussier Formiga,2018-10-06,30,67,97,18,19,37,91,70,161,90,33,123,0,0,0,2,3,5,23,63,86,17,19,36,3,2,5,0,0,0,4,2,6,1,0,1,30,63,93,16,18,34,0,0,0,0,1,1,0,4,4,2,0,2
Sergio Pettis,Tyson Nam,2019-09-21,96,157,253,40,130,170,96,157,253,43,130,173,0,0,0,0,0,0,76,148,224,28,121,149,5,8,13,7,8,15,15,1,16,5,1,6,90,155,245,38,126,164,5,2,7,2,4,6,1,0,1,0,0,0
Seth Baczynski,Leon Edwards,2015-04-11,0,4,4,3,0,3,0,4,4,3,0,3,0,0,0,0,0,0,0,3,3,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
Seth Baczynski,Thiago Alves,2014-04-19,90,245,335,116,120,236,91,245,336,120,120,240,0,8,8,0,1,1,55,228,283,45,111,156,21,15,36,19,3,22,14,2,16,52,6,58,87,241,328,106,114,220,3,4,7,10,6,16,0,0,0,0,0,0
Seth Baczynski,Alan Jouban,2014-08-16,25,40,65,25,18,43,27,41,68,26,18,44,1,1,2,0,0,0,23,37,60,15,17,32,2,3,5,5,1,6,0,0,0,5,0,5,15,30,45,14,14,28,8,8,16,9,4,13,2,2,4,2,0,2
Seth Baczynski,Mike Pierce,2012-12-14,34,72,106,16,32,48,94,91,185,51,42,93,0,0,0,6,6,12,24,71,95,16,32,48,7,1,8,0,0,0,3,0,3,0,0,0,33,70,103,10,25,35,1,2,3,3,1,4,0,0,0,3,6,9
Seth Baczynski,Brian Melancon,2013-07-06,13,41,54,24,18,42,14,41,55,30,18,48,0,1,1,1,0,1,8,39,47,17,17,34,1,2,3,3,1,4,4,0,4,4,0,4,11,41,52,14,14,28,2,0,2,0,0,0,0,0,0,10,4,14
Seth Baczynski,Lance Benoist,2012-06-08,25,45,70,35,29,64,50,59,109,114,36,150,1,4,5,3,4,7,19,41,60,15,23,38,6,4,10,17,3,20,0,0,0,3,3,6,11,34,45,19,22,41,8,3,11,7,4,11,6,8,14,9,3,12
Seth Baczynski,Brad Tavares,2010-06-19,22,22,44,18,16,34,46,25,71,54,20,74,0,2,2,3,3,6,16,16,32,13,16,29,3,4,7,4,0,4,3,2,5,1,0,1,6,12,18,6,10,16,7,6,13,1,2,3,9,4,13,11,4,15
Seth Baczynski,Neil Magny,2013-11-06,28,42,70,31,34,65,46,45,91,104,39,143,3,8,11,2,1,3,10,36,46,11,30,41,14,5,19,11,0,11,4,1,5,9,4,13,12,26,38,8,23,31,8,6,14,20,7,27,8,10,18,3,4,7
Seth Baczynski,Matt Brown,2011-11-19,17,32,49,19,15,34,22,33,55,28,15,43,1,4,5,1,0,1,14,27,41,4,11,15,3,1,4,13,2,15,0,4,4,2,2,4,8,26,34,8,14,22,7,6,13,11,1,12,2,0,2,0,0,0
Seth Baczynski,Clay Harvison,2011-09-17,41,66,107,12,15,27,45,66,111,18,15,33,0,2,2,0,0,0,25,53,78,2,12,14,10,12,22,5,1,6,6,1,7,5,2,7,14,53,67,8,13,21,19,7,26,4,2,6,8,6,14,0,0,0
Seth Baczynski,Simeon Thoresen,2012-09-22,15,63,78,17,37,54,15,63,78,17,37,54,0,0,0,0,0,0,12,57,69,9,36,45,3,3,6,4,1,5,0,3,3,4,0,4,12,62,74,15,37,52,2,1,3,2,0,2,1,0,1,0,0,0
Seth Petruzelli,Wilson Gouveia,2007-04-05,8,22,30,17,22,39,26,22,48,37,22,59,1,0,1,1,0,1,4,22,26,10,19,29,0,0,0,1,1,2,4,0,4,6,2,8,7,19,26,6,9,15,1,3,4,2,1,3,0,0,0,9,12,21
Seth Petruzelli,Ricardo Romero,2010-07-03,30,32,62,19,11,30,42,34,76,24,12,36,0,1,1,1,6,7,26,31,57,13,11,24,3,0,3,6,0,6,1,1,2,0,0,0,12,21,33,6,8,14,7,3,10,0,1,1,11,8,19,13,2,15
Seth Petruzelli,Karlos Vemola,2010-11-13,3,7,10,18,24,42,12,10,22,43,33,76,0,0,0,2,0,2,2,6,8,17,24,41,1,1,2,1,0,1,0,0,0,0,0,0,2,5,7,4,8,12,1,1,2,0,0,0,0,1,1,14,16,30
Seth Petruzelli,Matt Hamill,2006-10-10,25,33,58,14,26,40,54,34,88,105,43,148,0,0,0,7,4,11,11,30,41,11,26,37,8,2,10,0,0,0,6,1,7,3,0,3,21,28,49,8,21,29,3,3,6,3,2,5,1,2,3,3,3,6
SeungWoo Choi,Movsar Evloev,2019-04-20,26,32,58,50,28,78,94,42,136,121,35,156,0,2,2,5,11,16,19,30,49,42,27,69,5,0,5,7,1,8,2,2,4,1,0,1,10,30,40,6,23,29,10,2,12,15,1,16,6,0,6,29,4,33
SeungWoo Choi,Suman Mokhtarian,2019-12-21,95,92,187,33,46,79,158,96,254,67,48,115,0,0,0,0,1,1,66,85,151,14,33,47,26,7,33,8,11,19,3,0,3,11,2,13,48,64,112,29,45,74,25,14,39,2,1,3,22,14,36,2,0,2
SeungWoo Choi,Youssef Zalal,2021-02-06,41,68,109,23,24,47,73,71,144,46,24,70,2,1,3,3,6,9,25,59,84,12,22,34,10,3,13,9,1,10,6,6,12,2,1,3,26,67,93,21,23,44,12,1,13,1,1,2,3,0,3,1,0,1
SeungWoo Choi,Gavin Tucker,2019-07-27,23,73,96,37,25,62,42,74,116,49,28,77,2,0,2,5,8,13,11,63,74,21,19,40,12,9,21,7,4,11,0,1,1,9,2,11,13,67,80,24,21,45,10,6,16,5,2,7,0,0,0,8,2,10
Shamar Bailey,Ryan McGillivray,2011-06-04,33,36,69,19,72,91,63,42,105,25,72,97,5,4,9,0,1,1,21,35,56,17,70,87,9,1,10,2,1,3,3,0,3,0,1,1,20,29,49,18,72,90,8,1,9,0,0,0,5,6,11,1,0,1
Shamar Bailey,Danny Castillo,2011-11-19,3,1,4,22,12,34,21,2,23,45,16,61,0,0,0,3,0,3,3,1,4,17,12,29,0,0,0,4,0,4,0,0,0,1,0,1,0,1,1,2,0,2,1,0,1,0,0,0,2,0,2,20,12,32
Shamar Bailey,Evan Dunham,2011-09-17,35,171,206,92,259,351,35,171,206,94,259,353,0,5,5,0,0,0,19,150,169,87,249,336,5,10,15,3,9,12,11,11,22,2,1,3,33,171,204,90,256,346,2,0,2,2,3,5,0,0,0,0,0,0
Shamil Abdurakhimov,Timothy Johnson,2015-04-04,9,16,25,22,37,59,11,16,27,33,39,72,0,1,1,1,1,2,5,14,19,14,30,44,0,1,1,1,5,6,4,1,5,7,2,9,9,13,22,3,26,29,0,3,3,8,4,12,0,0,0,11,7,18
Shamil Abdurakhimov,Marcin Tybura,2019-04-20,36,51,87,28,42,70,36,51,87,28,42,70,0,3,3,0,0,0,24,48,72,17,41,58,10,3,13,6,1,7,2,0,2,5,0,5,26,48,74,26,39,65,10,3,13,2,3,5,0,0,0,0,0,0
Shamil Abdurakhimov,Derrick Lewis,2016-12-09,15,22,37,39,51,90,77,29,106,46,51,97,4,7,11,1,2,3,5,18,23,32,49,81,5,1,6,5,2,7,5,3,8,2,0,2,5,18,23,8,38,46,5,2,7,4,3,7,5,2,7,27,10,37
Shamil Abdurakhimov,Anthony Hamilton,2016-02-21,62,42,104,40,37,77,89,43,132,48,38,86,0,2,2,0,4,4,49,35,84,19,33,52,6,3,9,16,3,19,7,4,11,5,1,6,29,32,61,16,22,38,31,10,41,24,15,39,2,0,2,0,0,0
Shamil Abdurakhimov,Chase Sherman,2017-11-25,6,4,10,5,8,13,6,4,10,5,8,13,0,0,0,0,0,0,5,3,8,4,8,12,1,1,2,0,0,0,0,0,0,1,0,1,6,4,10,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0
Shamil Abdurakhimov,Walt Harris,2016-10-01,47,81,128,33,65,98,52,83,135,36,65,101,1,7,8,0,0,0,21,70,91,21,58,79,6,4,10,7,5,12,20,7,27,5,2,7,39,69,108,24,59,83,7,9,16,9,6,15,1,3,4,0,0,0
Shamil Abdurakhimov,Curtis Blaydes,2019-09-07,3,5,8,25,18,43,3,5,8,46,28,74,0,0,0,5,0,5,3,4,7,23,18,41,0,1,1,1,0,1,0,0,0,1,0,1,3,5,8,2,8,10,0,0,0,0,0,0,0,0,0,23,10,33
Shamil Abdurakhimov,Andrei Arlovski,2018-09-15,32,38,70,18,40,58,67,41,108,27,44,71,2,2,4,2,1,3,19,31,50,8,37,45,9,7,16,6,3,9,4,0,4,4,0,4,12,29,41,9,30,39,6,5,11,6,7,13,14,4,18,3,3,6
Shamil Gamzatov,Klidson Abreu,2019-11-09,64,74,138,32,46,78,82,76,158,47,48,95,0,1,1,1,1,2,10,49,59,11,37,48,23,11,34,7,8,15,31,14,45,14,1,15,64,74,138,31,45,76,0,0,0,1,0,1,0,0,0,0,1,1
Shana Dobson,Lauren Mueller,2018-04-14,68,138,206,58,98,156,74,139,213,70,101,171,1,3,4,2,0,2,34,124,158,31,88,119,23,13,36,20,9,29,11,1,12,7,1,8,62,136,198,54,93,147,6,2,8,4,3,7,0,0,0,0,2,2
Shana Dobson,Sabina Mazo,2019-08-17,33,66,99,108,63,171,102,74,176,170,80,250,0,0,0,4,0,4,19,56,75,49,49,98,11,7,18,50,10,60,3,3,6,9,4,13,14,57,71,44,41,85,15,8,23,38,17,55,4,1,5,26,5,31
Shana Dobson,Mariya Agapova,2020-08-22,24,12,36,22,24,46,41,18,59,56,33,89,2,0,2,2,0,2,18,12,30,18,22,40,5,0,5,4,2,6,1,0,1,0,0,0,6,8,14,10,18,28,3,0,3,2,0,2,15,4,19,10,6,16
Shana Dobson,Ariel Beck,2017-12-01,34,61,95,35,67,102,36,61,97,35,67,102,0,0,0,0,0,0,19,51,70,8,44,52,9,7,16,16,21,37,6,3,9,11,2,13,31,61,92,34,66,100,3,0,3,1,1,2,0,0,0,0,0,0
Shana Dobson,Casey O'Neill,2021-02-20,16,12,28,49,19,68,27,15,42,132,51,183,0,0,0,4,2,6,9,12,21,44,18,62,5,0,5,3,1,4,2,0,2,2,0,2,11,9,20,17,7,24,3,1,4,1,0,1,2,2,4,31,12,43
Shana Dobson,Priscila Cachoeira,2020-02-22,5,6,11,8,10,18,5,6,11,8,10,18,0,0,0,0,0,0,4,5,9,8,10,18,1,1,2,0,0,0,0,0,0,0,0,0,5,6,11,8,9,17,0,0,0,0,0,0,0,0,0,0,1,1
Shane Burgos,Charles Rosa,2017-04-08,77,90,167,86,175,261,98,92,190,86,175,261,0,0,0,1,6,7,55,78,133,46,144,190,13,10,23,6,16,22,9,2,11,34,15,49,66,87,153,85,171,256,9,3,12,1,4,5,2,0,2,0,0,0
Shane Burgos,Tiago dos Santos e Silva,2016-12-09,73,116,189,56,144,200,87,129,216,57,144,201,1,0,1,1,11,12,62,112,174,33,127,160,9,4,13,15,12,27,2,0,2,8,5,13,50,108,158,49,132,181,10,2,12,7,12,19,13,6,19,0,0,0
Shane Burgos,Calvin Kattar,2018-01-20,89,97,186,85,109,194,91,97,188,86,109,195,0,0,0,0,1,1,46,80,126,73,101,174,25,13,38,5,5,10,18,4,22,7,3,10,86,96,182,79,103,182,3,1,4,1,1,2,0,0,0,5,5,10
Shane Burgos,Godofredo Pepey,2017-07-22,102,95,197,51,126,177,144,99,243,52,126,178,1,0,1,0,14,14,87,92,179,40,119,159,9,3,12,9,7,16,6,0,6,2,0,2,77,87,164,49,125,174,13,3,16,2,1,3,12,5,17,0,0,0
Shane Burgos,Josh Emmett,2020-06-20,128,122,250,127,139,266,148,122,270,136,139,275,0,0,0,1,0,1,68,106,174,98,134,232,20,12,32,16,5,21,40,4,44,13,0,13,121,122,243,111,132,243,7,0,7,0,0,0,0,0,0,16,7,23
Shane Burgos,Cub Swanson,2019-05-04,134,134,268,129,127,256,147,135,282,132,128,260,0,0,0,0,2,2,82,126,208,66,101,167,18,7,25,14,12,26,34,1,35,49,14,63,128,132,260,113,126,239,6,2,8,11,1,12,0,0,0,5,0,5
Shane Burgos,Makwan Amirkhani,2019-11-02,105,50,155,22,26,48,161,56,217,23,26,49,0,0,0,3,16,19,61,47,108,21,25,46,41,2,43,1,1,2,3,1,4,0,0,0,39,39,78,21,26,47,15,2,17,0,0,0,51,9,60,1,0,1
Shane Burgos,Kurt Holobaugh,2018-11-03,17,7,24,21,30,51,17,7,24,26,31,57,0,0,0,0,0,0,13,6,19,14,26,40,2,1,3,1,1,2,2,0,2,6,3,9,17,7,24,19,29,48,0,0,0,1,1,2,0,0,0,1,0,1
