fighter,opponent_fighter,date,sig_str,sig_str_misses,sig_str_attempts,opponent_sig_str,opponent_sig_str_misses,opponent_sig_str_attempts,total_str,total_str_misses,total_str_attempts,opponent_total_str,opponent_total_str_misses,opponent_total_str_attempts,td,td_misses,td_attempts,opponent_td,opponent_td_misses,opponent_td_attempts,head,head_misses,head_attempts,opponent_head,opponent_head_misses,opponent_head_attempts,body,body_misses,body_attempts,opponent_body,opponent_body_misses,opponent_body_attempts,leg,leg_misses,leg_attempts,opponent_leg,opponent_leg_misses,opponent_leg_attempts,distance,distance_misses,distance_attempts,opponent_distance,opponent_distance_misses,opponent_distance_attempts,clinch,clinch_misses,clinch_attempts,opponent_clinch,opponent_clinch_misses,opponent_clinch_attempts,ground,ground_misses,ground_attempts,opponent_ground,opponent_ground_misses,opponent_ground_attempts
Dennis Bermudez,Rony Jason,2016-08-06,48,47,95,9,32,41,77,50,127,16,32,48,5,5,10,0,0,0,29,38,67,6,26,32,5,9,14,3,5,8,14,0,14,0,1,1,21,38,59,7,32,39,2,0,2,2,0,2,25,9,34,0,0,0
Dennis Bermudez,Tommy Hayden,2012-08-11,12,15,27,6,21,27,16,16,32,8,23,31,1,1,2,0,3,3,12,14,26,6,17,23,0,1,1,0,4,4,0,0,0,0,0,0,6,12,18,5,20,25,1,0,1,0,0,0,5,3,8,1,1,2
Dennis Bermudez,Diego Brandao,2011-12-03,25,53,78,19,20,39,31,53,84,23,20,43,1,0,1,1,0,1,22,53,75,10,17,27,3,0,3,7,1,8,0,0,0,2,2,4,11,32,43,15,18,33,4,4,8,2,2,4,10,17,27,2,0,2
Dennis Bermudez,Chan Sung Jung,2017-02-04,20,14,34,17,18,35,24,14,38,19,18,37,0,3,3,0,1,1,11,13,24,16,16,32,6,1,7,1,1,2,3,0,3,0,1,1,14,12,26,12,18,30,6,2,8,2,0,2,0,0,0,3,0,3
Dennis Bermudez,Tatsuya Kawajiri,2016-02-21,61,19,80,12,14,26,120,22,142,27,14,41,4,1,5,1,6,7,51,17,68,7,11,18,5,2,7,3,2,5,5,0,5,2,1,3,11,16,27,9,14,23,7,2,9,1,0,1,43,1,44,2,0,2
Dennis Bermudez,Matt Grice,2013-02-23,120,89,209,82,80,162,181,96,277,91,80,171,0,9,9,1,11,12,89,78,167,49,71,120,16,9,25,17,7,24,15,2,17,16,2,18,42,61,103,39,51,90,37,19,56,41,26,67,41,9,50,2,3,5
Dennis Bermudez,Te Edwards,2019-01-19,63,59,122,23,33,56,83,64,147,24,33,57,5,4,9,0,0,0,42,54,96,16,30,46,12,1,13,3,2,5,9,4,13,4,1,5,27,37,64,15,26,41,3,7,10,4,0,4,33,15,48,4,7,11
Dennis Bermudez,Andre Fili,2018-01-27,103,93,196,80,149,229,133,94,227,93,149,242,1,10,11,4,8,12,56,82,138,70,144,214,12,9,21,5,4,9,35,2,37,5,1,6,91,85,176,76,144,220,12,8,20,4,5,9,0,0,0,0,0,0
Dennis Bermudez,Jeremy Stephens,2015-07-11,35,47,82,38,35,73,66,50,116,39,35,74,1,5,6,0,2,2,23,41,64,26,30,56,4,4,8,4,1,5,8,2,10,8,4,12,27,40,67,22,31,53,4,7,11,9,3,12,4,0,4,7,1,8
Dennis Bermudez,Rick Glenn,2018-07-14,42,72,114,48,89,137,56,76,132,59,92,151,6,8,14,0,0,0,25,62,87,32,78,110,13,9,22,13,7,20,4,1,5,3,4,7,29,66,95,41,85,126,5,0,5,2,3,5,8,6,14,5,1,6
Dennis Bermudez,Darren Elkins,2017-07-22,69,91,160,70,84,154,101,93,194,99,90,189,1,5,6,3,7,10,39,87,126,42,77,119,18,3,21,24,7,31,12,1,13,4,0,4,47,78,125,34,73,107,22,12,34,33,11,44,0,1,1,3,0,3
Dennis Bermudez,Clay Guida,2014-07-26,47,67,114,28,51,79,66,69,135,39,56,95,2,5,7,0,3,3,36,63,99,24,49,73,5,1,6,1,0,1,6,3,9,3,2,5,37,64,101,26,50,76,10,3,13,2,1,3,0,0,0,0,0,0
Dennis Bermudez,Jimy Hettes,2014-03-15,55,71,126,34,30,64,94,86,180,49,39,88,6,9,15,0,4,4,31,65,96,16,24,40,7,5,12,13,4,17,17,1,18,5,2,7,15,29,44,10,17,27,25,22,47,23,13,36,15,20,35,1,0,1
Dennis Bermudez,Pablo Garza,2012-05-05,45,40,85,27,32,59,114,52,166,57,36,93,8,1,9,0,2,2,33,36,69,17,29,46,5,2,7,9,1,10,7,2,9,1,2,3,7,15,22,8,16,24,6,2,8,5,2,7,32,23,55,14,14,28
Dennis Bermudez,Max Holloway,2013-05-25,73,152,225,75,118,193,78,153,231,79,118,197,4,5,9,0,1,1,47,147,194,64,109,173,10,5,15,9,9,18,16,0,16,2,0,2,51,134,185,70,115,185,6,4,10,5,3,8,16,14,30,0,0,0
Dennis Bermudez,Steven Siler,2013-11-06,44,60,104,23,54,77,74,63,137,44,54,98,6,4,10,0,0,0,35,53,88,19,54,73,3,4,7,4,0,4,6,3,9,0,0,0,21,47,68,16,51,67,5,5,10,5,3,8,18,8,26,2,0,2
Dennis Bermudez,Ricardo Lamas,2014-11-15,8,22,30,14,11,25,16,22,38,16,11,27,0,1,1,0,0,0,2,19,21,2,11,13,3,2,5,9,0,9,3,1,4,3,0,3,4,21,25,6,11,17,4,1,5,5,0,5,0,0,0,3,0,3
Dennis Hallman,Brian Ebersole,2011-08-06,0,1,1,19,5,24,2,2,4,49,9,58,1,0,1,0,0,0,0,1,1,18,5,23,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,24
Dennis Hallman,Ben Saunders,2010-08-07,28,27,55,30,15,45,96,36,132,54,18,72,3,3,6,0,0,0,24,25,49,17,13,30,1,1,2,13,2,15,3,1,4,0,0,0,3,11,14,20,14,34,4,4,8,10,1,11,21,12,33,0,0,0
Dennis Hallman,John Howard,2009-12-05,8,16,24,14,8,22,47,23,70,69,18,87,2,2,4,2,1,3,2,12,14,7,7,14,6,2,8,4,0,4,0,2,2,3,1,4,1,13,14,7,4,11,1,0,1,0,1,1,6,3,9,7,3,10
Dennis Hallman,John Makdessi,2011-12-10,20,12,32,0,0,0,40,14,54,0,0,0,1,2,3,0,0,0,20,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,32,0,0,0
Dennis Hallman,Matt Hughes,2000-12-16,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Dennis Hallman,Frank Trigg,2004-06-19,1,5,6,20,21,41,14,5,19,34,22,56,0,1,1,0,0,0,0,4,4,20,20,40,0,1,1,0,1,1,1,0,1,0,0,0,1,4,5,1,10,11,0,1,1,0,0,0,0,0,0,19,11,30
Dennis Hallman,Karo Parisyan,2010-11-20,10,4,14,2,4,6,18,4,22,5,4,9,0,0,0,0,0,0,6,4,10,2,4,6,4,0,4,0,0,0,0,0,0,0,0,0,2,2,4,2,4,6,6,1,7,0,0,0,2,1,3,0,0,0
Dennis Hallman,Jorge Rivera,2005-10-07,12,17,29,51,41,92,15,17,32,94,47,141,1,5,6,0,0,0,7,15,22,31,34,65,4,1,5,11,1,12,1,1,2,9,6,15,3,8,11,12,18,30,9,9,18,20,9,29,0,0,0,19,14,33
Dennis Hallman,Jens Pulver,2001-09-28,15,33,48,27,33,60,56,35,91,100,36,136,2,10,12,0,0,0,4,30,34,18,31,49,4,2,6,7,2,9,7,1,8,2,0,2,13,29,42,9,26,35,0,3,3,3,0,3,2,1,3,15,7,22
Dennis Siver,Diego Nunes,2012-04-14,68,135,203,49,76,125,78,138,216,49,76,125,0,6,6,0,0,0,31,112,143,11,47,58,17,7,24,15,5,20,20,16,36,23,24,47,58,125,183,35,71,106,10,10,20,14,5,19,0,0,0,0,0,0
Dennis Siver,Jess Liaudin,2007-04-21,2,1,3,1,4,5,4,1,5,1,4,5,1,0,1,0,0,0,0,1,1,0,2,2,2,0,2,0,1,1,0,0,0,1,1,2,2,1,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Siver,Nam Phan,2012-12-08,128,145,273,24,96,120,222,167,389,24,96,120,2,2,4,0,0,0,91,125,216,17,77,94,15,17,32,2,17,19,22,3,25,5,2,7,87,135,222,24,96,120,2,1,3,0,0,0,39,9,48,0,0,0
Dennis Siver,Manvel Gamburyan,2013-12-28,54,76,130,14,32,46,191,120,311,36,39,75,2,0,2,3,0,3,28,69,97,12,29,41,4,4,8,1,2,3,22,3,25,1,1,2,37,63,100,6,19,25,3,8,11,1,4,5,14,5,19,7,9,16
Dennis Siver,George Sotiropoulos,2011-02-26,74,152,226,38,166,204,79,152,231,38,166,204,0,0,0,0,13,13,40,141,181,28,148,176,12,5,17,6,12,18,22,6,28,4,6,10,67,147,214,38,162,200,4,5,9,0,4,4,3,0,3,0,0,0
Dennis Siver,Nate Mohr,2009-01-17,48,142,190,48,54,102,57,143,200,68,57,125,0,1,1,1,1,2,28,131,159,17,46,63,2,7,9,10,3,13,18,4,22,21,5,26,42,139,181,42,50,92,6,3,9,2,0,2,0,0,0,4,4,8
Dennis Siver,Conor McGregor,2015-01-18,32,72,104,64,55,119,33,72,105,65,55,120,0,3,3,0,0,0,13,55,68,49,50,99,4,9,13,12,4,16,15,8,23,3,1,4,30,68,98,47,49,96,2,4,6,10,4,14,0,0,0,7,2,9
Dennis Siver,Gray Maynard,2008-01-23,16,24,40,26,40,66,155,43,198,79,50,129,1,1,2,2,0,2,11,22,33,23,39,62,2,1,3,3,1,4,3,1,4,0,0,0,14,18,32,4,12,16,1,2,3,2,2,4,1,4,5,20,26,46
Dennis Siver,Matt Wiman,2011-07-02,31,80,111,26,47,73,128,85,213,34,52,86,1,0,1,5,11,16,14,71,85,18,40,58,5,5,10,1,1,2,12,4,16,7,6,13,28,68,96,13,32,45,3,11,14,1,1,2,0,1,1,12,14,26
Dennis Siver,Melvin Guillard,2008-07-05,0,1,1,10,5,15,0,1,1,10,5,15,0,0,0,0,0,0,0,1,1,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,5,0,0,0,0,0,0,0,0,0,6,4,10
Dennis Siver,Cub Swanson,2013-07-06,26,118,144,43,58,101,54,120,174,47,58,105,1,3,4,1,0,1,10,101,111,32,49,81,6,4,10,6,3,9,10,13,23,5,6,11,24,116,140,29,50,79,0,0,0,0,0,0,2,2,4,14,8,22
Dennis Siver,Dale Hartt,2009-06-13,8,15,23,5,11,16,16,15,31,5,11,16,0,0,0,1,0,1,4,14,18,1,11,12,0,0,0,0,0,0,4,1,5,4,0,4,6,14,20,5,11,16,0,0,0,0,0,0,2,1,3,0,0,0
Dennis Siver,Spencer Fisher,2010-06-19,77,179,256,52,90,142,77,179,256,52,90,142,0,0,0,0,0,0,31,158,189,21,76,97,15,16,31,12,7,19,31,5,36,19,7,26,76,178,254,51,89,140,1,1,2,1,1,2,0,0,0,0,0,0
Dennis Siver,Tatsuya Kawajiri,2015-06-20,22,38,60,22,17,39,90,47,137,47,21,68,0,0,0,4,10,14,10,35,45,15,16,31,4,1,5,6,1,7,8,2,10,1,0,1,20,38,58,17,17,34,2,0,2,0,0,0,0,0,0,5,0,5
Dennis Siver,BJ Penn,2017-06-25,103,177,280,57,50,107,120,180,300,65,51,116,0,1,1,0,0,0,59,140,199,47,48,95,9,20,29,10,2,12,35,17,52,0,0,0,103,172,275,49,46,95,0,5,5,4,0,4,0,0,0,4,4,8
Dennis Siver,Ross Pearson,2010-03-31,39,186,225,54,105,159,39,189,228,64,106,170,2,3,5,1,0,1,28,176,204,36,98,134,5,3,8,4,2,6,6,7,13,14,5,19,35,174,209,49,103,152,3,10,13,3,0,3,1,2,3,2,2,4
Dennis Siver,Andre Winner,2010-11-13,30,41,71,13,31,44,37,44,81,13,31,44,0,1,1,0,0,0,15,37,52,2,25,27,4,2,6,5,2,7,11,2,13,6,4,10,25,36,61,13,31,44,1,2,3,0,0,0,4,3,7,0,0,0
Dennis Siver,Paul Kelly,2009-11-14,38,127,165,12,72,84,44,127,171,15,72,87,0,2,2,1,2,3,28,118,146,9,69,78,4,5,9,2,1,3,6,4,10,1,2,3,32,116,148,7,69,76,4,9,13,5,3,8,2,2,4,0,0,0
Dennis Siver,Charles Rosa,2014-10-04,33,53,86,22,69,91,109,62,171,29,70,99,3,0,3,2,2,4,22,49,71,15,58,73,4,3,7,2,6,8,7,1,8,5,5,10,31,53,84,22,67,89,0,0,0,0,0,0,2,0,2,0,2,2
Dennis Siver,Donald Cerrone,2011-10-29,12,9,21,9,14,23,14,9,23,9,14,23,0,2,2,0,0,0,6,7,13,5,11,16,3,0,3,2,1,3,3,2,5,2,2,4,10,7,17,7,9,16,2,2,4,1,5,6,0,0,0,1,0,1
Dennis Siver,Naoyuki Kotani,2007-09-08,28,38,66,9,21,30,47,40,87,14,22,36,0,2,2,0,0,0,25,34,59,4,19,23,1,1,2,0,0,0,2,3,5,5,2,7,10,17,27,9,17,26,2,7,9,0,4,4,16,14,30,0,0,0
Dequan Townsend,Devin Clark,2020-02-15,6,30,36,39,15,54,37,32,69,122,28,150,0,0,0,3,1,4,4,29,33,19,13,32,2,1,3,13,1,14,0,0,0,7,1,8,2,30,32,9,11,20,4,0,4,3,1,4,0,0,0,27,3,30
Dequan Townsend,Bevon Lewis,2020-01-25,28,37,65,36,46,82,55,44,99,94,52,146,0,0,0,0,3,3,7,35,42,16,40,56,18,1,19,14,6,20,3,1,4,6,0,6,16,34,50,22,36,58,12,3,15,14,10,24,0,0,0,0,0,0
Dequan Townsend,Dalcha Lungiambula,2019-06-29,13,17,30,32,11,43,32,18,50,64,16,80,0,0,0,4,2,6,8,15,23,22,8,30,4,2,6,9,3,12,1,0,1,1,0,1,8,17,25,7,8,15,2,0,2,2,0,2,3,0,3,23,3,26
Dequan Townsend,Dusko Todorovic,2020-10-03,13,28,41,85,49,134,21,28,49,109,58,167,0,0,0,1,1,2,5,23,28,66,48,114,6,5,11,11,1,12,2,0,2,8,0,8,10,28,38,39,28,67,3,0,3,17,3,20,0,0,0,29,18,47
Derek Brunson,Edmen Shahbazyan,2020-08-01,88,57,145,35,37,72,107,57,164,38,37,75,4,4,8,0,0,0,58,48,106,17,33,50,15,6,21,18,4,22,15,3,18,0,0,0,53,42,95,26,37,63,9,8,17,9,0,9,26,7,33,0,0,0
Derek Brunson,Sam Alvey,2015-08-08,27,18,45,4,7,11,53,18,71,6,7,13,0,1,1,0,0,0,26,18,44,2,7,9,1,0,1,2,0,2,0,0,0,0,0,0,7,7,14,2,4,6,19,10,29,2,3,5,1,1,2,0,0,0
Derek Brunson,Ian Heinisch,2019-08-17,81,104,185,58,85,143,102,105,207,65,85,150,2,8,10,0,8,8,51,91,142,37,77,114,26,11,37,16,7,23,4,2,6,5,1,6,69,101,170,49,81,130,7,2,9,8,4,12,5,1,6,1,0,1
Derek Brunson,Lorenz Larkin,2014-08-30,12,18,30,20,20,40,98,27,125,32,21,53,4,8,12,0,0,0,10,17,27,7,17,24,2,0,2,13,2,15,0,1,1,0,1,1,4,18,22,15,19,34,2,0,2,5,1,6,6,0,6,0,0,0
Derek Brunson,Chris Leben,2012-12-29,41,89,130,40,54,94,76,98,174,103,61,164,4,9,13,0,0,0,30,79,109,20,49,69,4,3,7,2,0,2,7,7,14,18,5,23,29,76,105,36,53,89,2,2,4,4,1,5,10,11,21,0,0,0
Derek Brunson,Anderson Silva,2017-02-11,54,47,101,43,35,78,118,66,184,54,35,89,2,8,10,0,0,0,36,44,80,28,28,56,5,0,5,13,6,19,13,3,16,2,1,3,33,35,68,30,31,61,19,11,30,8,4,12,2,1,3,5,0,5
Derek Brunson,Roan Carneiro,2016-02-21,23,28,51,0,13,13,27,30,57,0,13,13,0,0,0,0,1,1,22,28,50,0,13,13,0,0,0,0,0,0,1,0,1,0,0,0,2,7,9,0,12,12,0,0,0,0,1,1,21,21,42,0,0,0
Derek Brunson,Yoel Romero,2014-01-15,38,56,94,60,34,94,56,56,112,87,35,122,3,2,5,0,4,4,20,48,68,27,27,54,1,5,6,25,7,32,17,3,20,8,0,8,35,49,84,31,28,59,1,3,4,6,2,8,2,4,6,23,4,27
Derek Brunson,Jacare Souza,2018-01-27,8,26,34,9,12,21,8,26,34,9,12,21,0,0,0,0,1,1,5,23,28,7,3,10,2,2,4,2,9,11,1,1,2,0,0,0,8,26,34,6,11,17,0,0,0,1,0,1,0,0,0,2,1,3
Derek Brunson,Ed Herman,2015-01-31,11,7,18,0,4,4,11,7,18,0,4,4,0,0,0,0,0,0,10,7,17,0,4,4,0,0,0,0,0,0,1,0,1,0,0,0,4,2,6,0,4,4,0,0,0,0,0,0,7,5,12,0,0,0
Derek Brunson,Daniel Kelly,2017-06-10,8,9,17,1,3,4,8,9,17,1,3,4,0,0,0,0,0,0,6,7,13,0,3,3,0,0,0,0,0,0,2,2,4,1,0,1,4,9,13,1,3,4,0,0,0,0,0,0,4,0,4,0,0,0
Derek Brunson,Kevin Holland,2021-03-20,43,50,93,36,38,74,226,97,323,190,46,236,6,6,12,1,0,1,28,46,74,28,36,64,7,3,10,2,2,4,8,1,9,6,0,6,14,29,43,29,35,64,10,0,10,5,2,7,19,21,40,2,1,3
Derek Brunson,Elias Theodorou,2019-05-04,56,38,94,65,105,170,65,38,103,87,107,194,4,5,9,0,1,1,34,28,62,16,72,88,11,6,17,27,7,34,11,4,15,22,26,48,45,37,82,53,97,150,6,1,7,12,8,20,5,0,5,0,0,0
Derek Brunson,Israel Adesanya,2018-11-03,3,11,14,13,10,23,9,14,23,15,10,25,0,7,7,0,0,0,2,9,11,9,7,16,0,2,2,3,1,4,1,0,1,1,2,3,2,11,13,11,8,19,1,0,1,2,1,3,0,0,0,0,1,1
Derek Brunson,Brian Houston,2013-11-06,1,1,2,0,1,1,1,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Derek Brunson,Robert Whittaker,2016-11-26,19,23,42,33,25,58,25,23,48,35,25,60,0,3,3,0,0,0,18,23,41,30,25,55,1,0,1,2,0,2,0,0,0,1,0,1,9,16,25,20,19,39,10,7,17,7,3,10,0,0,0,6,3,9
Derek Brunson,Lyoto Machida,2017-10-28,10,14,24,3,7,10,10,14,24,3,7,10,0,0,0,0,0,0,8,9,17,2,4,6,0,1,1,1,1,2,2,4,6,0,2,2,5,14,19,3,7,10,0,0,0,0,0,0,5,0,5,0,0,0
Derek Brunson,Uriah Hall,2016-09-17,4,3,7,1,2,3,15,3,18,4,2,6,0,3,3,0,0,0,3,3,6,0,2,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,2,3,3,0,3,0,0,0,0,3,3,0,0,0
Derek Downey,Nick Catone,2009-02-07,2,0,2,21,3,24,2,0,2,62,5,67,1,5,6,4,0,4,0,0,0,21,3,24,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3,1,4,0,0,0,17,2,19
Deron Winn,Antonio Arroyo,2020-12-19,20,18,38,45,17,62,64,25,89,70,17,87,12,4,16,0,0,0,10,16,26,29,16,45,5,2,7,11,1,12,5,0,5,5,0,5,18,17,35,43,17,60,2,0,2,0,0,0,0,1,1,2,0,2
Deron Winn,Eric Spicely,2019-06-22,169,198,367,108,116,224,171,198,369,108,116,224,0,3,3,0,0,0,125,191,316,90,116,206,39,7,46,17,0,17,5,0,5,1,0,1,137,185,322,74,112,186,32,13,45,34,4,38,0,0,0,0,0,0
Deron Winn,Gerald Meerschaert,2020-03-07,53,58,111,86,101,187,53,58,111,86,102,188,1,1,2,1,0,1,37,56,93,66,100,166,11,2,13,20,1,21,5,0,5,0,0,0,47,56,103,81,96,177,6,2,8,5,5,10,0,0,0,0,0,0
Deron Winn,Darren Stewart,2019-10-18,29,24,53,57,62,119,66,32,98,77,63,140,6,9,15,1,0,1,25,24,49,54,61,115,1,0,1,3,1,4,3,0,3,0,0,0,11,20,31,31,57,88,7,4,11,14,3,17,11,0,11,12,2,14
Derrick Krantz,Song Kenan,2019-08-31,33,52,85,58,70,128,52,53,105,61,70,131,3,3,6,0,0,0,23,51,74,44,54,98,6,1,7,6,13,19,4,0,4,8,3,11,30,48,78,54,68,122,1,3,4,4,2,6,2,1,3,0,0,0
Derrick Krantz,Vicente Luque,2019-05-18,6,12,18,18,7,25,9,14,23,18,7,25,1,1,2,0,0,0,5,11,16,14,6,20,1,1,2,1,1,2,0,0,0,3,0,3,5,12,17,10,7,17,0,0,0,1,0,1,1,0,1,7,0,7
Derrick Lewis,Gabriel Gonzaga,2016-04-10,17,8,25,5,2,7,21,8,29,6,2,8,0,0,0,1,5,6,15,5,20,3,2,5,2,3,5,1,0,1,0,0,0,1,0,1,7,5,12,0,2,2,9,2,11,2,0,2,1,1,2,3,0,3
Derrick Lewis,Jack May,2014-04-19,22,5,27,5,1,6,26,5,31,23,1,24,1,0,1,1,2,3,22,5,27,1,1,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,1,3,2,0,2,0,0,0,20,5,25,3,0,3
Derrick Lewis,Aleksei Oleinik,2020-08-08,35,7,42,2,4,6,35,7,42,3,4,7,1,0,1,1,0,1,34,7,41,1,3,4,1,0,1,1,1,2,0,0,0,0,0,0,5,2,7,1,4,5,0,0,0,0,0,0,30,5,35,1,0,1
Derrick Lewis,Shamil Abdurakhimov,2016-12-09,39,51,90,15,22,37,46,51,97,77,29,106,1,2,3,4,7,11,32,49,81,5,18,23,5,2,7,5,1,6,2,0,2,5,3,8,8,38,46,5,18,23,4,3,7,5,2,7,27,10,37,5,2,7
Derrick Lewis,Damian Grabowski,2016-02-06,14,16,30,1,2,3,15,18,33,1,2,3,1,0,1,0,1,1,13,16,29,1,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,3,4,0,1,1,0,0,0,0,0,0,13,13,26,1,1,2
Derrick Lewis,Ilir Latifi,2020-02-08,20,30,50,5,7,12,27,31,58,62,15,77,0,1,1,3,4,7,12,27,39,2,6,8,8,2,10,1,0,1,0,1,1,2,1,3,12,26,38,3,5,8,8,4,12,2,2,4,0,0,0,0,0,0
Derrick Lewis,Marcin Tybura,2018-02-18,30,15,45,37,19,56,32,15,47,83,21,104,1,1,2,1,1,2,27,15,42,19,13,32,2,0,2,8,3,11,1,0,1,10,3,13,7,6,13,9,11,20,3,1,4,5,0,5,20,8,28,23,8,31
Derrick Lewis,Travis Browne,2017-02-19,39,32,71,21,26,47,39,32,71,23,26,49,0,0,0,0,1,1,37,30,67,0,14,14,0,2,2,12,11,23,2,0,2,9,1,10,21,29,50,21,24,45,1,0,1,0,1,1,17,3,20,0,1,1
Derrick Lewis,Curtis Blaydes,2021-02-20,7,16,23,28,24,52,7,16,23,28,24,52,0,0,0,0,3,3,6,15,21,18,24,42,1,1,2,3,0,3,0,0,0,7,0,7,4,16,20,25,22,47,1,0,1,3,2,5,2,0,2,0,0,0
Derrick Lewis,Ruan Potts,2015-02-28,53,29,82,7,6,13,60,31,91,31,9,40,0,2,2,1,2,3,47,29,76,2,4,6,5,0,5,2,2,4,1,0,1,3,0,3,2,4,6,5,4,9,5,0,5,0,0,0,46,25,71,2,2,4
Derrick Lewis,Guto Inocente,2014-07-06,6,10,16,6,2,8,7,10,17,8,2,10,1,1,2,0,0,0,4,8,12,0,2,2,2,0,2,5,0,5,0,2,2,1,0,1,1,8,9,3,2,5,2,1,3,3,0,3,3,1,4,0,0,0
Derrick Lewis,Roy Nelson,2016-07-07,37,36,73,4,15,19,39,36,75,66,23,89,0,0,0,7,3,10,25,35,60,3,15,18,11,1,12,0,0,0,1,0,1,1,0,1,16,30,46,2,13,15,21,6,27,2,1,3,0,0,0,0,1,1
Derrick Lewis,Francis Ngannou,2018-07-07,20,34,54,11,35,46,20,34,54,11,35,46,0,2,2,0,0,0,1,25,26,7,32,39,11,7,18,3,3,6,8,2,10,1,0,1,18,34,52,9,34,43,2,0,2,2,1,3,0,0,0,0,0,0
Derrick Lewis,Shawn Jordan,2015-06-06,6,17,23,23,14,37,8,17,25,65,18,83,0,0,0,3,1,4,5,15,20,22,12,34,1,2,3,1,2,3,0,0,0,0,0,0,2,13,15,3,6,9,4,4,8,5,4,9,0,0,0,15,4,19
Derrick Lewis,Mark Hunt,2017-06-10,51,88,139,59,66,125,52,88,140,59,66,125,0,3,3,0,0,0,34,78,112,37,54,91,14,5,19,12,12,24,3,5,8,10,0,10,50,84,134,52,66,118,1,4,5,7,0,7,0,0,0,0,0,0
Derrick Lewis,Junior Dos Santos,2019-03-09,7,18,25,29,26,55,7,18,25,29,26,55,0,0,0,0,0,0,2,15,17,15,22,37,3,3,6,7,3,10,2,0,2,7,1,8,7,17,24,20,15,35,0,0,0,6,5,11,0,1,1,3,6,9
Derrick Lewis,Blagoy Ivanov,2019-11-02,31,37,68,20,18,38,32,37,69,61,22,83,1,2,3,3,3,6,21,33,54,12,15,27,8,3,11,7,3,10,2,1,3,1,0,1,9,18,27,12,12,24,22,19,41,8,6,14,0,0,0,0,0,0
Derrick Lewis,Daniel Cormier,2018-11-03,4,9,13,19,6,25,5,9,14,42,12,54,0,0,0,4,0,4,2,7,9,16,6,22,1,2,3,2,0,2,1,0,1,1,0,1,4,9,13,4,2,6,0,0,0,1,0,1,0,0,0,14,4,18
Derrick Lewis,Viktor Pesta,2015-10-03,41,22,63,8,5,13,51,23,74,47,14,61,0,3,3,5,8,13,36,22,58,4,5,9,5,0,5,2,0,2,0,0,0,2,0,2,3,10,13,2,2,4,10,0,10,0,1,1,28,12,40,6,2,8
Derrick Lewis,Alexander Volkov,2018-10-06,39,31,70,121,50,171,40,31,71,133,50,183,0,2,2,1,1,2,31,30,61,78,44,122,6,1,7,29,4,33,2,0,2,14,2,16,21,26,47,88,41,129,1,2,3,20,9,29,17,3,20,13,0,13
Derrick Lewis,Matt Mitrione,2014-09-05,1,0,1,7,4,11,1,0,1,9,4,13,0,0,0,0,0,0,1,0,1,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,5,3,8
Derrick Noble,Thiago Alves,2006-04-15,18,27,45,11,16,27,26,27,53,19,17,36,0,0,0,0,0,0,10,24,34,5,12,17,4,2,6,4,1,5,4,1,5,2,3,5,7,20,27,5,14,19,11,7,18,4,2,6,0,0,0,2,0,2
Desmond Green,Josh Emmett,2017-04-08,57,67,124,41,101,142,66,69,135,43,101,144,1,1,2,0,1,1,51,62,113,13,86,99,2,3,5,10,10,20,4,2,6,18,5,23,54,67,121,41,101,142,0,0,0,0,0,0,3,0,3,0,0,0
Desmond Green,Michel Prazeres,2018-02-03,33,28,61,36,36,72,50,29,79,70,36,106,3,3,6,3,5,8,9,27,36,22,30,52,15,0,15,8,6,14,9,1,10,6,0,6,20,25,45,17,34,51,13,3,16,6,1,7,0,0,0,13,1,14
Desmond Green,Gleison Tibau,2018-06-01,77,114,191,28,150,178,77,114,191,29,150,179,0,0,0,0,3,3,61,99,160,20,139,159,13,14,27,6,11,17,3,1,4,2,0,2,75,112,187,28,148,176,2,2,4,0,2,2,0,0,0,0,0,0
Desmond Green,Ross Pearson,2019-03-30,25,7,32,12,12,24,25,7,32,12,12,24,1,1,2,0,1,1,17,6,23,1,5,6,6,0,6,4,7,11,2,1,3,7,0,7,10,6,16,12,12,24,1,0,1,0,0,0,14,1,15,0,0,0
